2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,cityName,cityName-en,distance-Wuhan,distance-Xiaogan,distance-Huanggang,distance-Suizhou,distance-Jingzhou,provinceName
2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,衢州,Quzhou,474.2287115278689,578.540013881613,420.83501344070515,610.2158313189046,660.109980591292,浙江省
,1.0,9.0,36.0,70.0,131.0,163.0,286.0,347.0,441.0,548.0,632.0,735.0,787.0,838.0,907.0,988.0,1019.0,1063.0,1088.0,1101.0,1111.0,1128.0,1144.0,1155.0,1163.0,1165.0,1168.0,1171.0,1173.0,1173.0,1174.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,襄阳,Xiangyang,272.5881544430572,160.42672895084635,318.6008743219507,120.86123582152757,210.28332334598957,湖北省
1.0,1.0,1.0,1.0,6.0,10.0,10.0,12.0,12.0,12.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,西双版纳,Xishuangbanna,1643.8007035994383,1700.1002642680116,1685.2924058029105,1646.565522234194,1467.4006467096444,云南省
,1.0,,6.0,,,6.0,8.0,9.0,9.0,12.0,12.0,14.0,15.0,,,,,15.0,15.0,15.0,,15.0,,,15.0,15.0,,15.0,,15.0,,,,,,,,西宁,Xining,1344.3384564527387,1232.3767040275695,1394.2973337820374,1199.2113296173163,1194.8059966532194,青海省
2.0,5.0,8.0,12.0,15.0,18.0,22.0,32.0,39.0,47.0,55.0,60.0,70.0,74.0,80.0,88.0,96.0,98.0,104.0,110.0,114.0,114.0,114.0,114.0,117.0,117.0,118.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,西安,Xian,653.450493300766,531.2407513498322,700.4018280590111,501.390332365234,535.4218987327412,陕西省
,,,1.0,2.0,2.0,3.0,8.0,12.0,13.0,15.0,19.0,24.0,26.0,28.0,30.0,31.0,31.0,32.0,34.0,34.0,37.0,37.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,许昌,Xuchang,390.9673492867554,233.0858479041177,409.36056088404797,258.47336068851155,434.8016381471969,河南省
,,,,,,,,,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,贵港,Guigang,944.8534910734219,1064.9140072615435,966.1244741287538,1024.4116292589695,842.5077652034743,广西壮族自治区
1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,6.0,7.0,10.0,12.0,15.0,18.0,18.0,24.0,27.0,29.0,31.0,33.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,36.0,,36.0,,,,贵阳,Guiyang,862.6806576944718,916.8737863065166,906.3290005072076,863.7370245508663,683.5403821635186,贵州省
,,,,,,1.0,1.0,1.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,贺州,Hezhou,729.659411450846,863.6873282889678,744.1320876826906,829.3738794491203,659.693106538069,广西壮族自治区
,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,资阳,Ziyang,933.9574978389326,908.7746177711383,987.8192401846181,855.5367441391393,735.4268239807966,四川省
,2.0,7.0,7.0,10.0,16.0,21.0,27.0,30.0,34.0,35.0,42.0,48.0,52.0,59.0,64.0,69.0,71.0,72.0,72.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,赣州,Ganzhou,520.9934792753673,679.927866146267,508.6972503769595,667.4931405036932,562.1251620758464,江西省
,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,赤峰,Chifeng,1367.0109713597287,1230.7975796808882,1361.5640747064879,1269.231580791523,1452.064676501626,内蒙古自治区
,,,,,,,,,,,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,辽源,Liaoyuan,1683.8096882154562,1575.973923156182,1663.5573767956091,1623.6758717463078,1811.7589009276594,吉林省
,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,辽阳,Liaoyang,1435.2362930900729,1326.9376211285514,1415.6414337587903,1374.7588859245234,1562.8248529374284,辽宁省
1.0,1.0,1.0,3.0,3.0,4.0,6.0,8.0,9.0,9.0,11.0,13.0,17.0,20.0,23.0,25.0,25.0,28.0,30.0,33.0,36.0,36.0,36.0,36.0,38.0,39.0,40.0,40.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,达州,Dazhou,656.184668714719,613.919693496278,710.6772196950315,561.9431368602897,464.76716872108193,四川省
,2.0,2.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,运城,Yuncheng,589.8827884323681,440.0145788809279,626.5511956354834,430.32948911112527,534.4041130177347,山西省
1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,13.0,13.0,14.0,17.0,20.0,22.0,24.0,27.0,32.0,35.0,37.0,39.0,42.0,45.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,连云港,Lianyungang,641.0739163937761,571.7265384801713,611.6418995436401,626.1615817894285,803.3507216328467,江苏省
,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,通化,Tonghua,1602.289482461654,1506.9290637976294,1577.275833251004,1557.24144583434,1744.1587071516872,吉林省
,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,通辽,Tongliao,1616.4515056827984,1492.4373759354512,1603.738440391324,1535.5608253882529,1722.2258621727935,内蒙古自治区
1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,遂宁,Suining,837.6897415902415,808.5284403282512,891.8045194822989,755.5281809452897,640.2576758023446,四川省
,,,,,,1.0,4.0,,5.0,8.0,9.0,9.0,11.0,12.0,15.0,15.0,19.0,24.0,25.0,25.0,28.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,32.0,,32.0,,,,遵义,Zunyi,785.8318328960513,823.0936290758622,833.0994552389992,768.7940545807417,596.5252712912342,贵州省
,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,邓州,Dengzhou,321.42423691542547,194.03506245640386,365.03518420118405,164.44127175368152,261.38365495561,河南省
,,,1.0,2.0,3.0,5.0,7.0,10.0,10.0,14.0,16.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,邢台,Xingtai,724.4716022482054,571.4779893787353,734.0575110691863,600.0763858078619,773.3596681739945,河北省
,,2.0,2.0,4.0,4.0,6.0,7.0,10.0,11.0,11.0,14.0,14.0,18.0,22.0,26.0,27.0,27.0,27.0,29.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,邯郸,Handan,674.5257501714528,521.6923197639142,684.238870423061,550.8000315362326,725.2706092478245,河北省
,2.0,2.0,8.0,11.0,19.0,29.0,36.0,41.0,49.0,51.0,55.0,68.0,74.0,83.0,86.0,87.0,89.0,91.0,94.0,99.0,100.0,100.0,101.0,101.0,101.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,邵阳,Shaoyang,457.0410611524733,570.8652925859656,485.26498296867703,530.8082416693727,352.495839940262,湖南省
3.0,6.0,20.0,29.0,37.0,40.0,46.0,50.0,56.0,65.0,72.0,85.0,92.0,102.0,112.0,120.0,126.0,130.0,132.0,137.0,141.0,142.0,144.0,148.0,151.0,154.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,郑州,Zhengzhou,474.2651799106856,315.9142912638829,492.56189601593013,338.34147700306255,508.4686099369729,河南省
1.0,1.0,3.0,6.0,7.0,7.0,10.0,12.0,13.0,18.0,21.0,22.0,24.0,25.0,29.0,31.0,32.0,32.0,33.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,郴州,Chenzhou,539.7339884398889,685.1792330179303,547.0659116757237,658.0399881695735,508.8951036204392,湖南省
,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,11.0,11.0,11.0,11.0,鄂尔多斯,Eerduosi,1103.4148392566362,944.5898785646976,1130.7288507399442,949.0944538347962,1071.851475727023,内蒙古自治区
,1.0,1.0,20.0,57.0,84.0,123.0,189.0,227.0,278.0,306.0,332.0,382.0,423.0,471.0,569.0,639.0,725.0,790.0,861.0,1065.0,1125.0,1192.0,1230.0,1274.0,1339.0,1343.0,1368.0,1373.0,1375.0,1379.0,1383.0,1385.0,1387.0,1389.0,1389.0,1390.0,1391.0,鄂州,Ezhou,58.21692460265532,194.4637820788405,6.632208654680527,206.881650115094,255.18190160816988,湖北省
27.0,57.0,75.0,110.0,132.0,147.0,182.0,211.0,247.0,275.0,312.0,344.0,376.0,400.0,415.0,428.0,450.0,473.0,489.0,509.0,525.0,532.0,538.0,547.0,553.0,553.0,555.0,560.0,567.0,572.0,573.0,575.0,576.0,576.0,576.0,576.0,576.0,576.0,重庆,Chongqing,756.1844883759195,751.2398434203199,808.9241603522904,696.520935245455,556.4235325881568,重庆市
1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,34.0,34.0,36.0,40.0,44.0,47.0,48.0,52.0,53.0,53.0,53.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,金华,Jinhua,537.9948874952245,631.3674438738911,483.85271449734535,666.7395468196985,728.134102371077,浙江省
,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,金昌,Jinchang,1419.5885539311446,1290.7995635012787,1465.7417549567274,1265.6051262644949,1292.5192382502842,甘肃省
,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,钦州,Qinzhou,1105.7490762223335,1222.1697686541033,1128.2069064546195,1180.137739103715,995.9604330452539,广西壮族自治区
,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,铁岭,Tieling,1561.7825850735428,1451.2017241318601,1542.9027274138923,1498.3417910862174,1686.4422140604293,辽宁省
1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,,10.0,,,,铜仁,Tongren,584.6779185853732,649.524166185718,627.4653485946851,598.318034580876,412.7928044284078,贵州省
,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,铜川,Tongchuan,702.6563088481777,567.7896354280173,746.1855747297857,545.4269272853282,603.7044719476946,陕西省
,3.0,3.0,3.0,9.0,9.0,10.0,14.0,16.0,16.0,18.0,19.0,19.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,铜陵,Tongling,339.22204438928617,387.59402821184943,287.8224773245434,431.5575287685019,538.8005494316278,安徽省
1.0,1.0,2.0,5.0,7.0,7.0,9.0,11.0,15.0,16.0,19.0,20.0,,25.0,27.0,29.0,28.0,28.0,30.0,31.0,32.0,32.0,33.0,,33.0,33.0,33.0,33.0,33.0,,33.0,33.0,33.0,33.0,33.0,,34.0,,银川,Yinchuan,1149.1947541388265,1005.3024147230398,1189.592853634054,989.9512775574494,1055.956746818603,宁夏回族自治区
,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,2.0,3.0,5.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,锡林郭勒,Xilinguolei,1497.043495145592,1346.9308590955031,1501.708063674616,1376.227686177886,1546.6693625334478,内蒙古自治区
,,,,4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,锦州,Jinzhou,1328.5257573905599,1209.2997464937378,1314.0485158783615,1254.324501385718,1442.0076199831035,辽宁省
,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,8.0,9.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,镇江,Zhenjiang,522.3469233496182,523.0705340513824,476.6944451717629,575.3549575497874,715.9414272920004,江苏省
,,,,,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,长垣,Zhangyuan,519.0067486785109,369.48910144876703,527.1142602864979,403.35296238271013,584.7069500941913,河南省
1.0,1.0,,1.0,1.0,1.0,4.0,4.0,7.0,13.0,17.0,18.0,28.0,29.0,32.0,32.0,37.0,39.0,40.0,42.0,42.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,长春,Changchun,1773.7203907189498,1662.2196404373015,1754.8956091741186,1708.949496359772,1897.0191371053095,吉林省
8.0,8.0,18.0,22.0,24.0,46.0,57.0,68.0,86.0,112.0,125.0,148.0,164.0,179.0,190.0,196.0,205.0,213.0,219.0,223.0,228.0,238.0,241.0,241.0,241.0,241.0,241.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,长沙,Changsha,285.88945897212926,420.51709838003785,306.72371631670404,390.5721611795573,246.53306369053928,湖南省
,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,长治,Zhangzhi,638.0924689695961,478.7011670592378,658.0461560967154,495.72039887183485,653.2090577869244,山西省
,,,,,,,,2.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,阜新,Fuxin,1433.1224426474944,1312.6160052271823,1419.0165872230514,1357.1047749434083,1544.5518103815684,辽宁省
2.0,7.0,10.0,10.0,21.0,23.0,28.0,38.0,47.0,59.0,65.0,79.0,84.0,95.0,105.0,113.0,118.0,125.0,132.0,138.0,142.0,146.0,150.0,152.0,153.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,阜阳,Fuyang,298.78150800035183,208.60807086805528,285.9065479753382,263.23448610718873,441.58167441647953,安徽省
,2.0,2.0,3.0,3.0,5.0,5.0,7.0,8.0,8.0,9.0,11.0,13.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,防城港,Fangchenggang,1151.9404348434668,1267.7603749101602,1174.5420949748218,1225.4598164734787,1040.920807438467,广西壮族自治区
3.0,5.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,阳江,Yangjiang,989.0185589933162,1132.5798417195242,995.3425892306191,1102.5366737709007,940.243762130414,广东省
,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,阳泉,Yangquan,815.937070974073,658.5994217391633,830.628114622955,680.5047195062376,842.7952757971412,山西省
,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,阿克苏,Akesu,3266.827186165191,3157.112386074686,3317.6309877338863,3123.821967839529,3107.3188237982067,新疆维吾尔自治区
,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,阿坝,Aba,1209.0016444638345,1152.198669246791,1263.4818946422888,1103.547853634859,1018.5733867838877,四川省
,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,,4.0,,4.0,陇南,Longnan,941.4440336500587,857.4437070528867,994.6193412116123,814.3584531938286,770.0846041929549,甘肃省
,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,陵水,Lingshui,1402.3324400790484,1539.2410162720023,1412.5822364740247,1504.8144099333572,1331.9646412244952,海南省
,5.0,36.0,52.0,70.0,116.0,143.0,228.0,304.0,384.0,458.0,641.0,706.0,834.0,915.0,953.0,984.0,1049.0,1095.0,1129.0,1160.0,1206.0,1232.0,1254.0,1267.0,1278.0,1280.0,1288.0,1292.0,1296.0,1300.0,1303.0,1305.0,1306.0,1307.0,1307.0,1307.0,1307.0,随州,Suizhou,159.7418746402554,55.01341513624139,200.75872481384496,0.0,188.10187900161498,湖北省
1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,雅安,Yaan,1092.6974332843336,1067.0213048339406,1146.4746468608491,1014.0008901794566,893.902502988809,四川省
4.0,6.0,8.0,13.0,15.0,17.0,21.0,21.0,21.0,24.0,26.0,32.0,35.0,41.0,44.0,46.0,49.0,53.0,54.0,53.0,53.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,青岛,Qingdao,832.2531457918437,750.49582707724,805.1225544624529,803.6006124009725,986.0375518966713,山东省
,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,鞍山,Anshan,1405.0448069734882,1295.8939741743388,1385.876486372076,1343.5461581275667,1531.629496994285,辽宁省
,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,韩城,Hancheng,656.7489442292581,507.8017121381382,694.0563419625586,497.05675303285796,593.8690392391024,陕西省
3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,韶关,Shaoguan,633.092724256501,785.1642895953089,632.6840440240078,762.6012708119482,623.6557209835194,广东省
,4.0,7.0,7.0,10.0,11.0,14.0,14.0,22.0,27.0,28.0,28.0,30.0,46.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,35.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,马鞍山,Maanshan,414.4156910922436,434.8504969835902,366.4252131881283,484.12705572045815,611.338327327162,安徽省
,2.0,7.0,9.0,10.0,16.0,25.0,30.0,40.0,46.0,58.0,72.0,82.0,98.0,106.0,113.0,116.0,123.0,126.0,128.0,134.0,137.0,138.0,138.0,138.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,驻马店,Zhumadian,274.1509831337951,118.00255663177732,292.9340656666856,152.40084930975837,338.52575100610204,河南省
,,,,,1.0,1.0,2.0,4.0,4.0,6.0,9.0,12.0,21.0,29.0,31.0,34.0,34.0,38.0,43.0,44.0,44.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,鸡西,Jixi,2190.503264008709,2092.256848264493,2165.8140199824097,2141.7167276574232,2329.2593029433406,黑龙江省
,,,2.0,2.0,5.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,17.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,鹤壁,Hebi,596.8304096729387,442.1190527313457,609.0604067248612,469.6145760589944,643.1066581951131,河南省
,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,鹤岗,Hegang,2315.0199120283055,2205.773754796238,2294.633379998046,2252.7679747456555,2440.8561558139218,黑龙江省
,,,,1.0,1.0,3.0,4.0,4.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,鹰潭,Yingtan,365.55398550098363,507.1120398216998,321.8647514002415,522.3579217532738,519.4422178002326,江西省
12.0,64.0,122.0,154.0,213.0,324.0,496.0,573.0,726.0,1002.0,1246.0,1422.0,1645.0,1807.0,1897.0,2041.0,2141.0,2252.0,2332.0,2398.0,2662.0,2791.0,2817.0,2823.0,2831.0,2828.0,2844.0,2866.0,2883.0,2899.0,2904.0,2904.0,2904.0,2904.0,2904.0,2904.0,2904.0,2905.0,黄冈,Huanggang,54.49683381572735,187.88110693565335,0.0,200.75872481384496,252.86579536274144,湖北省
,,1.0,1.0,4.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,黄山,Huangshan,363.03145589096874,437.2674877732733,308.8782727061989,476.2130789812368,561.3034133238882,安徽省
,31.0,31.0,36.0,53.0,86.0,113.0,168.0,209.0,252.0,334.0,405.0,509.0,566.0,635.0,703.0,760.0,805.0,835.0,874.0,911.0,943.0,980.0,988.0,988.0,985.0,985.0,985.0,992.0,997.0,1001.0,1005.0,1008.0,1011.0,1013.0,1013.0,1013.0,1014.0,黄石,Huangshi,82.95379104698084,221.4669648785232,33.993467063744255,234.5830303642957,274.4557950696656,湖北省
